,Force / N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Time / s,9.99g try 1,9.99g try 2,9.99g try 3,20.18 try 1,20.18 try 2,20.18 try 3,30.26 try 1,30.26 try 2,30.26 try 3,40.31 try 1,40.31 try 2,40.31 try 3,50.48 try 1,50.48 try 2,50.48 try 3,60.51 try 1,60.51 try 2,60.51 try 3,70.59 try 1,70.59 try 2,70.59 try 3,80.81 try 1,80.81 try 2,80.81 try 3,91.21 try 1,91.21 try 2,91.21 try 3,100.95 try 1,100.95 try 2,100.95 try 3
7.66,-0.6512545315,2.101997369,3.555167169,-2.441948925,-0.06835485403,-2.293511409,-1.399983178,4.464420234,4.134134925,-5.963321714,1.584447875,-8.547394332,4.83714709,3.882416488,-0.4448474369,2.951753058,1.263828929,-0.1878735857,0.1042671905,1.467900001,-1.114471493,-0.1446871354,-0.814181294,3.304511579,-2.215369768,2.190136731,-3.820477699,1.186851313,0.2033666958,1.772929575
7.67,-0.7201073347,1.889819155,2.880214731,-2.640749729,-0.1380355834,-2.937081041,-1.424270038,4.556216472,4.427469899,-5.34085101,1.503204919,-8.286655794,4.20089128,3.919895506,-0.1894296013,2.426914943,1.146098207,-0.15599767,0.1141657107,1.650111387,-1.253060784,0.3117564533,-1.350416653,2.529958917,-1.591612491,1.629430425,-3.280710814,1.736227874,0.6563586852,2.229218214
7.68,-0.7575895727,1.596875116,2.081101296,-2.778255525,-0.2045583059,-3.509956145,-1.426473471,4.577820456,4.653252657,-4.654988455,1.404283212,-7.92917689,3.525026267,3.92118627,0.06779976442,1.882783864,1.019256481,-0.1228833044,0.1232919529,1.821049065,-1.383078702,0.7663284919,-1.878545132,1.740222211,-0.9593517203,1.060020954,-2.723416103,2.277255122,1.106166058,2.674693909
7.69,-0.7620683794,1.235684898,1.192275238,-2.851274638,-0.2664011007,-3.998347815,-1.406559312,4.528899357,4.808038315,-3.913874719,1.288846144,-7.479130912,2.81592462,3.886276866,0.3243807557,1.323685436,0.8843120898,-0.08879338076,0.1315841822,1.979545174,-1.503635876,1.216300073,-2.395396244,0.9400412205,-0.3219654288,0.4849496673,-2.151571019,2.80733132,1.550606373,3.107195859
7.7,-0.7333486412,0.8216848061,0.2520522897,-2.858112207,-0.3221491156,-4.390500629,-1.364836332,4.410206845,4.889465227,-3.126306259,1.158251335,-6.941771802,2.080272291,3.815489573,0.5778596684,0.7540642586,0.7423377851,-0.05399853538,0.1389863055,2.124516853,-1.613907655,1.658969908,-2.897867208,0.1342183882,0.3171410248,-0.09271184781,-1.568230754,3.323907394,1.987523229,3.524626188
7.71,-0.6726814972,0.3725680999,-0.6990361907,-2.798609521,-0.3705269358,-4.676975607,-1.301951449,4.223571475,4.89629102,-2.301630914,1.014034674,-6.323372817,1.325005571,3.709477898,0.825812464,0.1784485844,0.5944622036,-0.01877500107,0.1454482509,2.254973645,-1.71313974,2.091680541,-3.382941567,-0.672409982,0.9545530917,-0.6698781676,-0.9765119166,3.824499193,2.414796731,3.924960128
7.72,-0.5827098346,-0.09247117212,-1.619990449,-2.674147712,-0.4104277633,-4.850877393,-1.2188797,3.97186852,4.828411549,-1.449636957,0.857892249,-5.631153292,0.5572456879,3.569220533,1.06586795,-0.3985856819,0.4418608949,0.01659758608,0.1509263064,2.370024255,-1.80065335,2.511834305,-3.847707301,-1.475002752,1.586865276,-1.243466513,-0.3795758766,4.30669943,2.830353769,4.306255839
7.73,-0.4673531552,-0.5535584732,-2.471109764,-2.487615688,-0.4409387388,-4.908020232,-1.116909117,3.658975669,4.686862487,-0.5804369081,0.6916604058,-4.87319436,-0.2157683317,3.396012327,1.295730458,-0.9724513578,0.2857469757,0.05183840667,0.1553834154,2.468882649,-1.87584986,2.916908914,-4.289374308,-2.268743004,2.210699328,-1.810413217,0.2193881202,4.76818926,3.232178085,4.666663825
7.74,-0.3316368269,-0.990988163,-3.215703877,-2.243343084,-0.4613618258,-4.847028715,-0.9976207642,3.289713294,4.473803522,0.2956524864,0.5172941482,-4.058344612,-0.986747923,3.191452328,1.513201795,-1.53858645,0.1273614869,0.08666768738,0.1587894276,2.550873416,-1.9382149,3.304472605,-4.705291152,-3.04886695,2.822722295,-2.367690086,0.817179994,5.206749435,3.618320047,5.004435907
7.75,-0.1814731597,-1.386065665,-3.821674644,-1.946999765,-0.4712297807,-4.669370887,-0.8628642171,2.869770185,4.192485405,1.16823271,0.3368441463,-3.196116795,-1.748423703,2.957429022,1.716202264,-2.092490419,-0.03203647277,0.1208089221,0.161121303,2.615436389,-1.987321872,3.67219874,-5.092960985,-3.810692523,3.419664327,-2.912320576,1.410605927,5.620270969,3.986906117,5.317933704
7.76,-0.02340384385,-1.721906421,-4.262899729,-1.605464217,-0.4703168422,-4.379322911,-0.7147288874,2.405615911,3.847200353,2.026946898,0.1524326196,-2.29657676,-2.493614013,2.696102899,1.902790557,-2.62975996,-0.1911797558,0.1539910669,0.1623632676,2.662130468,-2.022834866,4.017879769,-5.450056528,-4.549647479,3.998336147,-3.441395689,1.996495427,6.006765288,4.336147933,5.605636579
7.77,0.1356850308,-1.984157493,-4.520358695,-1.226663897,-0.4586438969,-3.983866141,-0.5555116259,1.904401148,3.443216561,2.861602763,-0.03377162232,-1.370225949,-3.21529263,2.409886507,2.071182316,-3.146124002,-0.3488032393,0.1859506922,0.1625069199,2.690636634,-2.044510962,4.339440484,-5.77443405,-5.261296833,4.555646089,-3.952089512,2.571718268,6.364373786,4.664350995,5.866149012
7.78,0.2888629588,-2.161610972,-4.582952936,-0.8193912183,-0.4364780007,-3.492519086,-0.3876811097,1.373847522,2.98669782,3.662293574,-0.2195786861,-0.4278787971,-3.906655019,2.10142218,2.219767196,-3.637477667,-0.503653882,0.2164340736,0.1615512883,2.700760132,-2.052201886,4.634950477,-6.064146233,-5.941369483,5.088616619,-4.441674313,3.133201211,6.691376766,4.969922879,6.098207375
7.79,0.4294569374,-2.24668297,-4.447984126,-0.3930994749,-0.4043262697,-2.917108299,-0.2138395651,0.8221286465,2.484609474,4.419515739,-0.4028033496,0.519463512,-4.561182488,1.773557642,2.347124268,-4.099914897,-0.6545006858,0.2451992068,0.1595028371,2.692431795,-2.045855031,4.90263573,-6.317453865,-6.58578384,5.594400239,-4.907535106,3.677944426,6.98620171,5.251380965,6.300686055
7.8,0.5513421677,-2.235737736,-4.121270532,0.04231658444,-0.3629242779,-2.271483722,-0.03668241999,0.2577442046,1.944612146,5.124281603,-0.5812907615,1.460741482,-5.172703653,1.429319721,2.452035609,-4.529759508,-0.8001444813,0.2720177282,0.1563754233,2.665708525,-2.025513812,5.140889263,-6.532836278,-7.190672324,6.070294703,-5.347183621,4.203037518,7.24743084,5.507359636,6.47260292
7.81,0.649208874,-2.12924304,-3.616896204,0.4767504245,-0.3132192287,-1.571185314,0.1410434891,-0.3106109984,1.374944857,5.768226132,-0.7529417838,2.384966413,-5.735452628,1.071886401,2.533497941,-4.923594415,-0.9394274609,0.2966767284,0.1521902022,2.620772896,-1.991317369,5.348280781,-6.709000478,-7.752404579,6.513757454,-5.758271594,4.705675076,7.473807935,5.736616896,6.613124077
7.82,0.718793617,-1.931750182,-2.956603834,0.9001183085,-0.2563482847,-0.8330690162,0.316582507,-0.8741809839,0.7842993178,6.343706193,-0.9157376793,3.281348685,-6.244123387,0.7045574874,2.590732234,-5.278288794,-1.071242383,0.3189804418,0.146975485,2.557931914,-1.943499617,5.523565263,-6.844888909,-8.267609258,6.922419207,-6.138603308,5.183171663,7.664244375,5.938040401,6.72156792
7.83,0.7570650253,-1.651699479,-2.168857465,1.302593354,-0.193612551,-0.07490103469,0.4872128864,-1.424283494,0.1816873155,6.843891272,-1.067763853,4.139423722,-6.693919793,0.3307241386,2.623191152,-5.591022971,-1.194541373,0.3387518018,0.1407665468,2.477614913,-1.882387648,5.665690433,-6.939685799,-8.73319426,7.294096609,-6.486147324,5.632976161,7.817824375,6.110652856,6.797408438
7.84,0.7623558534,-1.30105955,-1.28761546,1.674833627,-0.126447309,0.6850697889,0.6502889888,-1.952443747,-0.423696785,7.262844554,-1.207232371,4.949174153,-7.080600824,-0.04616243666,2.630564289,-5.85931084,-1.308344256,0.3558338453,0.1336053882,2.380370626,-1.808399489,5.773803079,-6.99282206,-9.146365285,7.626803901,-6.79904733,6.052685405,7.933809385,6.253616755,6.840277761
7.85,0.7344356133,-0.894815809,-0.350866614,2.008198978,-0.05638917907,1.428551219,0.8032823055,-2.450525001,-1.022616323,7.595593379,-1.332502984,5.701146763,-7.400520556,-0.422622843,2.612781134,-6.081019625,-1.411746347,0.3700909598,0.1255404511,2.266863435,-1.722041243,5.847254175,-7.003978701,-9.504642605,7.918763531,-7.075632054,6.440057016,8.011641648,6.366238443,6.849967949
7.86,0.6745206146,-0.4503300299,0.6010074754,2.294951593,0.01495903428,2.137647913,0.9438206622,-2.910853906,-1.60593327,7.838188273,-1.442102422,6.386562846,-7.650662543,-0.7951816191,2.570011748,-6.254386832,-1.503925641,0.3814099595,0.116626291,2.137868831,-1.623903633,5.885602774,-6.973088746,-9.805875951,8.168415649,-7.314424193,6.793021388,8.050946878,6.447971487,6.826432
7.87,0.5852209787,0.01340165237,1.526973188,2.528435596,0.08596501172,2.795292159,1.069725,-3.326338717,-2.164747657,7.987749817,-1.534741717,6.997420693,-7.828668255,-1.160399324,2.50266514,-6.378034265,-1.584149351,0.389700984,0.1069232083,1.994268117,-1.514657953,5.888618662,-6.900337636,-10.04825741,8.37442644,-7.514148304,7.109692741,8.05153606,6.498419323,6.769784077
7.88,0.4704269312,0.4765605838,2.387113769,2.70323154,0.1550042637,3.385654685,1.179043161,-3.690578548,-2.690533361,8.04250283,-1.609331367,7.526589007,-7.932859319,-1.514904288,2.411385349,-6.450978977,-1.651779733,0.3948982117,0.09649683955,1.837042386,-1.395051482,5.856283734,-6.786162114,-10.23033228,8.535695252,-7.673737614,7.388379198,8.013406361,6.51733718,6.680298952
7.89,0.3351393295,0.9193525882,3.144350067,2.815282199,0.2204972957,3.89452567,1.270080158,-3.997961988,-3.175268195,8.001797435,-1.664994144,7.967890152,-7.962253342,-1.855423741,2.297045292,-6.472641089,-1.706279153,0.3969603823,0.08541771448,1.667265817,-1.265902371,5.788792103,-6.631247601,-10.35100781,8.651360477,-7.792339719,7.627591822,7.936741143,6.50463327,6.558410679
7.9,0.1852518069,1.322853918,3.766038957,2.86198674,0.2809457446,4.309656764,1.341424455,-4.24375354,-3.611556308,7.866116773,-1.701075415,8.316172276,-7.916573174,-2.178814028,2.160738411,-6.442848395,-1.747214363,0.3958711244,0.07376077818,1.48609834,-1.128094044,5.686548938,-6.436524089,-10.40955974,8.720804149,-7.869321138,7.826052575,7.821909079,6.460369231,6.404710483
7.91,0.02729402361,1.669820003,4.225380522,2.842261095,0.3349666581,4.621055904,1.391969852,-4.424166585,-3.992741024,7.637071272,-1.717150839,8.56736945,-7.796249524,-2.482089627,2.00376822,-6.361837736,-1.774259945,0.3916390857,0.06160488443,1.294777707,-0.9825691589,5.550168031,-6.203160551,-10.40563665,8.743655253,-7.904270696,7.982701142,7.669462383,6.384759831,6.219943895
7.92,-0.1318527893,1.945422439,4.502573354,2.756563121,0.3813241345,4.821227821,1.420932639,-4.536421712,-4.31300641,7.317379528,-1.713031357,8.71854914,-7.602416894,-2.762450716,1.827635837,-6.230253112,-1.787200899,0.3842978637,0.04903226221,1.094611037,-0.8303231568,5.380468109,-5.932557923,-10.3392621,8.719791703,-7.89700172,8.096700597,7.480134153,6.278171922,6.005007135
7.93,-0.2852556022,2.137882714,4.585668157,2.60688197,0.4189575977,4.905354446,1.427863746,-4.578789538,-4.567466009,6.91083604,-1.688765418,8.767946439,-7.336902885,-3.017309017,1.634025629,-6.049140567,-1.785934348,0.3739057397,0.03612795948,0.8869658867,-0.6723974536,5.178467923,-5.626340701,-10.21083443,8.649340995,-7.847553033,8.167441877,7.254834847,6.141122663,5.760942766
7.94,-0.4262316156,2.238975591,4.47108286,2.396691924,0.4470060616,4.87141088,1.412655705,-4.550617352,-4.752237399,6.42226617,-1.644638405,8.714984671,-7.002210967,-3.244311692,1.424789107,-5.819939869,-1.770470362,0.3605452158,0.02297926786,0.6732609066,-0.5098723164,4.945380128,-5.286347181,-10.02112445,8.532679523,-7.756188754,8.194547033,6.994647901,5.974277009,5.488934634
7.95,-0.5486393879,2.244380628,4.163757033,2.13087175,0.4648278274,4.720214132,1.375544317,-4.452339169,-4.864501427,5.857468871,-1.581169284,8.560282124,-6.60149687,-3.441363065,1.201927215,-5.54447307,-1.740931873,0.3443223597,0.009675132143,0.4549561481,-0.343859474,4.682604007,-4.914618427,-9.771270716,8.370430576,-7.623396879,8.177871251,6.700824524,5.778444486,5.190302131
7.96,-0.6471463793,2.15386683,3.676938954,1.815591456,0.4720151652,4.455403456,1.317104999,-4.285469046,-4.902545222,5.22314786,-1.499104496,8.305644832,-6.138538831,-3.60664397,0.9675711997,-5.224930015,-1.6975537,0.3253659632,-0.003694451352,0.2335430887,-0.1754945124,4.391717071,-4.513386018,-9.462772791,8.163460999,-7.449886681,8.117503624,6.374777677,5.554575264,4.866493788
7.97,-0.7174612573,1.971302514,3.031614495,1.45816908,0.4684036415,4.083352755,1.238243856,-4.052577755,-4.865788329,4.526832046,-1.399409182,7.95404549,-5.617701972,-3.738628543,0.7239622251,-4.863850939,-1.64068068,0.3038265191,-0.0170390436,0.01053444204,-0.005929106872,4.074465584,-4.085058649,-9.097482179,7.912876566,-7.236584919,8.013766678,6.018075282,5.303755544,4.519080256
7.98,-0.7565208433,1.704489992,2.255602459,1.06690083,0.4540758815,3.613017159,1.140183638,-3.757253175,-4.754791569,3.77678617,-1.283255828,7.509588753,-5.043897139,-3.836098309,0.4734299432,-4.46410627,-1.570764931,0.2798750269,-0.03026837461,-0.2125461768,0.1636768558,3.732754084,-3.632207676,-8.677591245,7.620016073,-6.984630885,7.867214646,5.632432677,5.027202289,4.149746683
7.99,-0.7626235557,1.364832119,1.382355363,0.6508685167,0.4293596787,3.055717486,1.024444776,-3.404045026,-4.571248475,2.981912706,-1.15201048,6.977463312,-4.422534601,-3.898153433,0.2183702138,-4.028873813,-1.488362254,0.2537016351,-0.04329295412,-0.4341746613,0.3321632115,3.36863395,-3.157551672,-8.205620047,7.286444183,-6.695370325,7.678630513,5.219704373,4.72625732,3.760284541
8,-0.7355035376,0.9668449644,0.4495173557,0.2197287551,0.3948204955,2.424867745,0.8928218107,-2.998394769,-4.317959462,2.1516462,-1.007216675,6.363881325,-3.759473038,-3.924221026,-0.03877780707,-3.561613484,-1.394127716,0.2255141316,-0.05602467686,-0.6528368258,0.4983774545,2.984291083,-2.663940114,-7.684401212,6.913943069,-6.370348246,7.449021824,4.78187513,4.402380807,3.352582937
8.01,-0.6763422384,0.5275374379,-0.5026985556,-0.2165111776,0.3512485266,1.735652274,0.7473555682,-2.546551778,-3.99878909,1.295841286,-0.8505772921,5.676005891,-3.060964299,-3.914060433,-0.2955549927,-3.066039809,-1.288810443,0.1955362941,-0.06837741865,-0.867038751,0.6611826212,2.582032787,-2.154336272,-7.117062936,6.504502888,-6.011300666,7.179615307,4.321050417,4.057144181,2.928619449
8.02,-0.5877169451,0.06568436975,-1.433244015,-0.6477256231,0.2996406207,1.00466025,0.5903015145,-2.055477067,-3.61860711,0.4246557188,-0.6839345196,4.921867432,-2.333594456,-3.867765457,-0.5495057629,-2.546092392,-1.173247662,0.1640061137,-0.08026761892,-1.07531699,0.8194650673,2.164273917,-1.631799424,-6.507010213,6.060311154,-5.620145341,6.87185032,3.839446286,3.69222251,2.490450535
8.03,-0.4734885066,-0.3989758729,-2.302004843,-1.063905571,0.241177474,0.2494864004,0.4240947859,-1.532736044,-3.183214156,-0.4515701896,-0.5092481945,4.110269935,-1.584221708,-3.785763489,-0.7982015665,-2.0059046,-1.04835805,0.1311739054,-0.09161484597,-1.276248568,0.9721420854,1.733522383,-1.099466485,-5.857904392,5.583741045,-5.198971523,6.527371154,3.339378713,3.309386377,2.040201558
8.04,-0.3386331402,-0.8465849521,-3.071530284,-1.455390979,0.1771966187,-0.511692501,0.2513124319,-0.9863819637,-2.699253244,-1.322436303,-0.3285727513,3.250688181,-0.8199117101,-3.668811567,-1.039264106,-1.4497707,-0.9151344278,0.09730032057,-0.1023423411,-1.468460702,1.118169311,1.29236409,-0.5605331794,-5.17364121,5.07733873,-4.750028796,6.148018257,2.823252465,2.910493279,1.580056473
8.05,-0.1890256495,-1.258013251,-3.70864745,-1.813094995,0.1091618222,-1.26055514,0.07463345729,-0.4248318595,-2.174108419,-2.1776061,-0.1440330607,2.35315713,-0.04787096019,-3.517989386,-1.270388082,-0.8821117261,-0.7746358673,0.06265427835,-0.1123775377,-1.650640181,1.256547867,0.8434474193,-0.01823485656,-4.458327406,4.543809759,-4.275715069,5.735818394,2.293549531,2.497478626,1.11224724
8.06,-0.03118349549,-1.615677422,-4.185891338,-2.128714876,0.03862959878,-1.979076652,-0.1032027153,0.1432631283,-1.615792089,-3.006929364,0.04220056043,1.428154769,0.7246211536,-3.334689326,-1.489363237,-0.3074403306,-0.6279792737,0.02751083014,-0.1216525524,-1.82154234,1.386331196,0.3894673278,0.5241729346,-3.716256076,3.986004613,-3.778563761,5.292973822,1.75281719,2.072346342,0.6390429913
8.07,0.1280171281,-1.904291854,-4.482688803,-2.394924701,-0.03278640069,-2.64996247,-0.2794387211,0.70915103,-1.032822777,-3.800562658,0.2279378731,0.4864797943,1.490280987,-3.120603603,-1.694095496,0.2696750878,-0.4763305061,-0.007851023785,-0.130104644,-1.97999956,1.506631534,-0.06685083116,1.063433987,-2.951880908,3.406903473,-3.261230271,4.821850522,1.203655759,1.637159145,0.1627390305
8.08,0.2816408474,-2.111521936,-4.586245426,-2.605545417,-0.103452306,-3.257064605,-0.451342006,1.264113878,-0.4340951494,-4.549086155,0.4109944756,-0.4608744601,2.241889316,-2.877708645,-1.882626986,0.8446467013,-0.320895109,-0.04315054922,-0.1376766381,-2.124929245,1.616625985,-0.5227676683,1.596310986,-2.169789447,2.809600299,-2.726477797,4.324965561,0.6487060905,1.194028541,-0.3143543046
8.09,0.4229952395,-2.228511208,-4.492097065,-2.75568826,-0.171751408,-3.785770317,-0.6162471948,1.799602014,0.1712556938,-5.243615451,0.589217493,-1.402848358,2.972359405,-2.608246844,-2.053154768,1.412903725,-0.1629087291,-0.0781075068,-0.1443173135,-2.255341226,1.715562148,-0.9755462033,2.11960494,-1.37467557,2.197286296,-2.177162576,3.804973643,0.09063687131,0.7451045755,-0.7899228473
8.1,0.545922379,-2.250259862,-4.204302288,-2.841868235,-0.2361211453,-4.223353842,-0.7715974189,2.307365803,0.7739935997,-5.875907009,0.7605108969,-2.328445074,3.674803825,-2.314705856,-2.204048071,1.969928751,-0.003627292689,-0.1124443768,-0.1499817493,-2.370344514,1.802763265,-1.422468296,2.630174388,-0.5713113075,1.57323287,-1.616218627,3.264652923,-0.4678682098,0.2925654026,-1.261659827
8.11,0.6450671008,-2.175838417,-3.735267425,-2.862084998,-0.2950888538,-4.559282695,-0.9149839597,2.779582728,1.364922282,-6.438456007,0.9228601559,-3.226858975,4.342599395,-1.999795636,-2.333863889,2.511293663,0.1556829792,-0.1458885621,-0.154631628,-2.469153397,1.877632851,-1.860850964,3.124954256,0.2354817914,0.9407741461,-1.04664208,2.70689017,-1.024123368,-0.1613932817,-1.727277058
8.12,0.7161102903,-2.008427447,-3.105211743,-2.815869294,-0.3473054579,-4.785471185,-1.044183597,3.208977898,1.935025634,-6.924585417,1.074355928,-4.087601767,4.969449629,-1.666423415,-2.441360785,3.032694834,0.3137556362,-0.1781745529,-0.1582354956,-2.551092804,1.93965877,-2.288062489,3.60097426,1.0408616,0.3032891557,-0.471475177,2.134665337,-1.575453639,-0.6145688946,-2.184516038
8.13,0.7559570409,-1.755181651,-2.341295836,-2.704293845,-0.3915763352,-4.896475032,-1.157193079,3.58893613,2.475605291,-7.32852525,1.213216517,-4.900624935,5.549444107,-1.317666868,-2.525510757,3.529987343,0.4693340664,-0.2090460339,-0.1607689733,-2.615602918,1.988416744,-2.701538216,4.055376736,1.839994474,-0.3358162152,0.1062099841,1.551035645,-2.11920774,-1.064762652,-2.631158907
8.14,0.7628714793,-1.426924077,-1.476450779,-2.529948455,-0.4268886474,-4.889622412,-1.252260185,3.913603854,2.978413348,-7.645481047,1.337808823,-5.656437056,6.077114198,-0.9567456952,-2.585509072,3.99921792,0.6211814858,-0.2382579196,-0.1622149236,-2.662243,2.023573251,-3.098795949,4.485433794,2.628084261,-0.9731274236,0.6833278532,0.9591192473,-2.652770823,-1.50979024,-3.065039198
8.15,0.7365523867,-1.037683578,-0.5479585214,-2.296879889,-0.452434512,-4.765078266,-1.327910891,4.177979298,3.435778201,-7.871690783,1.446667553,-6.346214601,6.547484627,-0.5869919005,-2.620781962,4.436656378,0.7680907708,-0.2655782996,-0.1625635651,-2.6906944,2.044887809,-3.477450852,4.888563697,3.400401084,-1.605239512,1.25679591,0.3620785716,-3.173577046,-1.947492406,-3.484052351
8.16,0.6781463212,-0.6040952531,0.4041552654,-2.010497954,-0.4676294853,-4.525840328,-1.382972226,4.37798954,3.840721595,-8.004469521,1.538512452,-6.961904947,6.956120383,-0.2118190299,-2.630992109,4.838825262,0.9088940535,-0.2907902803,-0.1618125395,-2.700762737,2.052214618,-3.835229769,5.262346358,4.152309734,-2.228775301,1.82355113,-0.2368965783,-3.679121914,-2.375745445,-3.886165922
8.17,0.590197669,-0.1446895102,1.338846629,-1.67744992,-0.4721259337,-4.177666972,-1.41659046,4.51055326,4.187065099,-8.042241276,1.612263358,-7.496320377,7.299168536,0.165309342,-2.616041873,5.202527497,1.042472006,-0.3136937062,-0.1599669271,-2.692379222,2.045503561,-4.169984864,5.604537867,4.879297484,-2.84040343,2.380566343,-0.8346060629,-4.166974322,-2.792471496,-4.269429437
8.18,0.476537802,0.320899876,2.215822665,-1.305466238,-0.4658209865,-3.728938612,-1.428244339,4.573628203,4.469524368,-7.984557729,1.66705291,-7.943222003,7.573394568,0.5409115874,-2.576074224,5.524871802,1.16776274,-0.3341067495,-0.1570392126,-2.665601133,2.024800543,-4.47970652,5.913083967,5.577001173,-3.43685616,2.924866401,-1.427856505,-4.634788244,-3.195648626,-4.631983855
8.19,0.3421181685,0.7727748584,2.997278478,-0.9031810993,-0.4488588894,-3.190455985,-1.417753169,4.566242649,4.683789775,-7.832103537,1.702236743,-8.297392588,7.776212867,0.9115201678,-2.511471376,5.803295674,1.283770246,-0.351867353,-0.1530492007,-2.620611419,1.99024718,-4.762535404,6.186132378,6.241233396,-4.014946826,3.453544072,-2.013478349,-5.080314021,-3.583320642,-4.972070586
8.2,0.1927945898,1.191623507,3.649526881,-0.4799320314,-0.421627705,-2.575180181,-1.385279617,4.488510378,4.826592161,-7.586688217,1.717401071,-8.554697463,7.905711107,1.273713646,-2.422851132,6.035585758,1.389572312,-0.366834517,-0.148023882,-2.557717455,1.94207983,-5.016773625,6.422043926,6.868007634,-4.57158687,3.963775566,-2.588342799,-5.501409171,-3.953606581,-5.288040022
8.21,0.03507215863,1.559545348,4.144450589,-0.04554315844,-0.3847504339,-1.897920678,-1.331327187,4.341628919,4.895752714,-7.251224663,1.71236755,-8.712132789,7.960668279,1.624148271,-2.311060972,6.219895445,1.484327856,-0.3788894188,-0.1419972503,-2.477348937,1.880627973,-5.240894927,6.619402374,7.453562179,-5.103802334,4.45283562,-3.149378532,-5.896048697,-4.304709834,-5.578359537
8.22,-0.1241781468,1.860816384,4.460714312,0.3899028265,-0.3390707621,-1.174978878,-1.256732416,4.127861103,4.890216218,-6.829694573,1.687195378,-8.76786063,7.940566207,1.959588853,-2.177169956,6.354759549,1.567283611,-0.3879363557,-0.1350100731,-2.380054951,1.806311963,-5.433553857,6.777022933,7.994382708,-5.608749756,4.918112051,-3.693588107,-6.262334825,-4.634926869,-5.841620919
8.23,-0.2780187883,2.082561097,4.584684476,0.8162986936,-0.2856337586,-0.4237557409,-1.162651903,3.850500197,4.810067144,-6.327101188,1.642180598,-8.721230406,7.845594427,2.276938621,-2.022458494,6.439105957,1.637780113,-0.3939035051,-0.1271096154,-2.266500217,1.719640147,-5.593593835,6.893959366,8.487223383,-6.083731357,5.35711971,-4.218063978,-6.598506129,-4.942655489,-6.076547205
8.24,-0.419747893,2.215302709,4.511016944,1.223747277,-0.2256619664,0.3376670506,-1.050544374,3.513819175,4.656528369,-5.749409911,1.577852615,-8.572786488,7.676648406,2.573267821,-1.848406103,6.472264151,1.695256943,-0.3967434942,-0.11834932,-2.137460552,1.62120539,-5.720054102,6.969509678,8.929126324,-6.526209457,5.767513755,-4.720004035,-6.902946,-5.226402612,-6.281998872
8.25,-0.5431912117,2.253368198,4.242887394,1.602791201,-0.1605274326,1.090962312,-0.9221480654,3.123004883,4.431942515,-5.1034775,1.494967972,-8.324261847,7.435321096,2.845840758,-1.65667726,6.453970536,1.739257186,-0.3964337767,-0.1087884464,-1.993817565,1.51168102,-5.812175487,7.003220319,9.317439362,-6.933820032,6.147102178,-5.196726564,-7.174190424,-5.484791513,-6.456979367
8.26,-0.6429710924,2.195130746,3.791854421,1.944632395,-0.09172031863,1.817998487,-0.7794537733,2.684078137,4.139736204,-4.396970682,1.394501451,-7.978557817,7.123887914,3.092141055,-1.449105483,6.384370538,1.769431058,-0.3929768114,-0.09849166945,-1.83655264,1.391816223,-5.869404962,6.994888918,9.649831963,-7.304385344,6.493857508,-5.645684586,-7.410935018,-5.716568503,-6.600639937
8.27,-0.7147407509,2.043079267,3.177361264,2.241336312,-0.0208148081,2.501276065,-0.6246739847,2.203800964,3.78436778,-3.638275157,1.277634608,-7.539710228,6.74528529,3.309894882,-1.227675796,6.26401745,1.785538689,-0.3864000429,-0.087528642,-1.666740224,1.262430915,-5.891398965,6.94456549,9.924309205,-7.635925577,6.805927646,-6.064479456,-7.612041305,-5.920609012,-6.712283749
8.28,-0.7553736327,1.803712035,2.425897644,2.486016091,0.05056690796,3.12434879,-0.4602085731,1.689572428,3.371259285,-2.836396066,1.145741881,-7.012842291,6.303082978,3.497091946,-0.9945057509,6.093868027,1.787452029,-0.3767556834,-0.07597352388,-1.48554049,1.124410138,-5.878025461,6.852552138,10.13922376,-7.926669414,7.081645753,-6.450873682,-7.77654219,-6.095923046,-6.791369268
8.29,-0.7630996177,1.487258967,1.569857837,2.67299242,0.1207917437,3.672219516,-0.2886075887,1.149314641,2.906713731,-2.000851105,1.000374421,-6.404104785,5.801450397,3.652004056,-0.7518251691,5.875274888,1.775155869,-0.3641202985,-0.06390448011,-1.294191411,0.9786980024,-5.829364733,6.719401241,10.29328578,-8.1750635,7.319539155,-6.802802878,-7.903646606,-6.241659992,-6.837512886
8.3,-0.7375821332,1.107244421,0.6461442154,2.79792535,0.1882530808,4.131701184,-0.1125317192,0.5913507186,2.39781893,-1.141557559,0.8432418515,-5.720604254,5.245117323,3.773201073,-0.5019548245,5.609975756,1.748747958,-0.3485941993,-0.05140315218,-1.094000301,0.8262912294,-5.745708905,6.545912136,10.38557062,-8.379780741,7.518337208,-7.118386796,-7.992743325,-6.357112742,-6.850490781
8.31,-0.6799328162,0.6799092049,-0.3054235481,2.857915037,0.2514075246,4.491734227,0.06528896407,0.0242765529,1.852339356,-0.2687145902,0.6761921629,-4.970320046,4.639329287,3.859564111,-0.2472842466,5.30007965,1.708438228,-0.3303006459,-0.03855410575,-0.8863348831,0.6682323351,-5.627560182,6.333126322,10.41552443,-8.539727398,7.676978086,-7.395939367,-8.04340389,-6.441721124,-6.830240002
